original_file_name,file_name,Surface_Crack,Delamination,Pinhole,unclassified,recognized_label_count,frame_group,label_combination
R7-700um-middle_frame_221_patch_8.png,image_116.jpg,1,0,0,0,1,R7-700um-middle_frame_221,100
R1-700um-top-to-bottom-center_frame_312_patch_8.png,image_117.jpg,1,0,1,0,2,R1-700um-top-to-bottom-center_frame_312,101
R1-700um-top-to-bottom-center_frame_334_patch_0.png,image_119.jpg,1,0,0,0,1,R1-700um-top-to-bottom-center_frame_334,100
R1-1100um-top-to-bottom-center_frame_297_patch_0.png,image_120.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center_frame_297,100
R1-1000um-top-to-bottom-center_frame_225_patch_7.png,image_122.jpg,1,0,0,0,1,R1-1000um-top-to-bottom-center_frame_225,100
R1-1100um-top-to-bottom-center_frame_124_patch_7.png,image_123.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center_frame_124,100
R1-1100um-top-to-bottom-center-1_frame_402_patch_5.png,image_124.jpg,1,1,0,0,2,R1-1100um-top-to-bottom-center-1_frame_402,110
R1-1100um-top-to-bottom-center-1_frame_161_patch_0.png,image_126.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center-1_frame_161,100
R1-900um-top-to-bottom-center_frame_316_patch_1.png,image_127.jpg,1,0,0,0,1,R1-900um-top-to-bottom-center_frame_316,100
R1-900um-top-to-bottom-center_frame_376_patch_1.png,image_129.jpg,1,0,0,0,1,R1-900um-top-to-bottom-center_frame_376,100
R1-1100um-top-to-bottom-center_frame_297_patch_3.png,image_130.jpg,1,0,1,0,2,R1-1100um-top-to-bottom-center_frame_297,101
R1-1100um-top-to-bottom-center_frame_239_patch_2.png,image_131.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center_frame_239,100
R7-700um-middle_frame_520_patch_4.png,image_132.jpg,1,0,0,0,1,R7-700um-middle_frame_520,100
R1-1000um-top-to-bottom-center_frame_338_patch_0.png,image_134.jpg,1,0,0,0,1,R1-1000um-top-to-bottom-center_frame_338,100
R1-1100um-top-to-bottom-center_frame_83_patch_2.png,image_135.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center_frame_83,100
R1-1100um-top-to-bottom-center-1_frame_235_patch_1.png,image_136.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center-1_frame_235,100
R1-800um-top-to-bottom-center_frame_499_patch_7.png,image_137.jpg,1,0,0,0,1,R1-800um-top-to-bottom-center_frame_499,100
R1-700um-top-to-bottom-center_frame_312_patch_2.png,image_138.jpg,1,0,0,0,1,R1-700um-top-to-bottom-center_frame_312,100
R1-900um-top-to-bottom-center_frame_557_patch_4.png,image_140.jpg,1,0,0,0,1,R1-900um-top-to-bottom-center_frame_557,100
R1-700um-top-to-bottom-center_frame_673_patch_5.png,image_141.jpg,1,0,0,0,1,R1-700um-top-to-bottom-center_frame_673,100
R1-600um-top-to-bottom-center_frame_356_patch_3.png,image_142.jpg,1,0,0,0,1,R1-600um-top-to-bottom-center_frame_356,100
R1-1000um-top-to-bottom-center_frame_434_patch_5.png,image_144.jpg,1,0,0,0,1,R1-1000um-top-to-bottom-center_frame_434,100
R7-700um-middle_frame_208_patch_8.png,image_147.jpg,1,0,0,0,1,R7-700um-middle_frame_208,100
R1-1100um-top-to-bottom-center_frame_239_patch_6.png,image_149.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center_frame_239,100
R1-1000um-top-to-bottom-center_frame_156_patch_3.png,image_150.jpg,1,0,1,0,2,R1-1000um-top-to-bottom-center_frame_156,101
R1-1100um-top-to-bottom-center-1_frame_169_patch_7.png,image_152.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center-1_frame_169,100
R7-700um-middle_frame_122_patch_2.png,image_153.jpg,1,0,0,0,1,R7-700um-middle_frame_122,100
R1-1100um-top-to-bottom-center_frame_161_patch_4.png,image_154.jpg,1,0,1,0,2,R1-1100um-top-to-bottom-center_frame_161,101
R1-1100um-top-to-bottom-center-1_frame_372_patch_4.png,image_155.jpg,1,1,0,0,2,R1-1100um-top-to-bottom-center-1_frame_372,110
R1-700um-top-to-bottom-center_frame_505_patch_0.png,image_156.jpg,1,0,0,0,1,R1-700um-top-to-bottom-center_frame_505,100
R1-1100um-top-to-bottom-center_frame_52_patch_6.png,image_158.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center_frame_52,100
R1-900um-top-to-bottom-center_frame_376_patch_8.png,image_159.jpg,1,0,0,0,1,R1-900um-top-to-bottom-center_frame_376,100
R1-600um-top-to-bottom-center_frame_51_patch_3.png,image_160.jpg,0,0,1,0,1,R1-600um-top-to-bottom-center_frame_51,001
R1-600um-top-to-bottom-center_frame_203_patch_6.png,image_162.jpg,0,0,1,0,1,R1-600um-top-to-bottom-center_frame_203,001
R1-1100um-top-to-bottom-center-1_frame_96_patch_1.png,image_163.jpg,1,0,1,0,2,R1-1100um-top-to-bottom-center-1_frame_96,101
R1-1100um-top-to-bottom-center-1_frame_387_patch_7.png,image_165.jpg,1,1,0,0,2,R1-1100um-top-to-bottom-center-1_frame_387,110
R1-800um-top-to-bottom-center_frame_304_patch_1.png,image_166.jpg,1,0,0,0,1,R1-800um-top-to-bottom-center_frame_304,100
R1-1100um-top-to-bottom-center-1_frame_342_patch_4.png,image_167.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center-1_frame_342,100
R1-700um-top-to-bottom-center_frame_347_patch_0.png,image_168.jpg,1,0,0,0,1,R1-700um-top-to-bottom-center_frame_347,100
R1-800um-top-to-bottom-center_frame_98_patch_6.png,image_169.jpg,0,0,1,0,1,R1-800um-top-to-bottom-center_frame_98,001
R1-1000um-top-to-bottom-center_frame_434_patch_0.png,image_172.jpg,1,0,0,0,1,R1-1000um-top-to-bottom-center_frame_434,100
R7-700um-middle_frame_520_patch_5.png,image_174.jpg,1,0,0,0,1,R7-700um-middle_frame_520,100
R7-700um-middle_frame_489_patch_4.png,image_175.jpg,1,0,0,0,1,R7-700um-middle_frame_489,100
R1-1100um-top-to-bottom-center-1_frame_161_patch_5.png,image_176.jpg,1,0,1,0,2,R1-1100um-top-to-bottom-center-1_frame_161,101
R1-1000um-top-to-bottom-center_frame_338_patch_5.png,image_178.jpg,1,0,0,0,1,R1-1000um-top-to-bottom-center_frame_338,100
R1-900um-top-to-bottom-center_frame_303_patch_1.png,image_179.jpg,1,0,0,0,1,R1-900um-top-to-bottom-center_frame_303,100
R1-1100um-top-to-bottom-center-1_frame_488_patch_0.png,image_181.jpg,1,1,0,0,2,R1-1100um-top-to-bottom-center-1_frame_488,110
R1-800um-top-to-bottom-center_frame_499_patch_8.png,image_183.jpg,1,0,0,0,1,R1-800um-top-to-bottom-center_frame_499,100
R1-1100um-top-to-bottom-center-1_frame_96_patch_7.png,image_185.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center-1_frame_96,100
R1-800um-top-to-bottom-center_frame_255_patch_2.png,image_186.jpg,0,0,1,0,1,R1-800um-top-to-bottom-center_frame_255,001
R1-900um-top-to-bottom-center_frame_376_patch_7.png,image_187.jpg,1,0,0,0,1,R1-900um-top-to-bottom-center_frame_376,100
R1-800um-top-to-bottom-center_frame_318_patch_3.png,image_188.jpg,1,0,0,0,1,R1-800um-top-to-bottom-center_frame_318,100
R1-1100um-top-to-bottom-center-1_frame_225_patch_2.png,image_189.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center-1_frame_225,100
R1-1100um-top-to-bottom-center-1_frame_468_patch_4.png,image_190.jpg,1,1,0,0,2,R1-1100um-top-to-bottom-center-1_frame_468,110
R1-800um-top-to-bottom-center_frame_304_patch_0.png,image_191.jpg,1,0,0,0,1,R1-800um-top-to-bottom-center_frame_304,100
R1-1100um-top-to-bottom-center_frame_191_patch_5.png,image_192.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center_frame_191,100
R7-700um-middle_frame_520_patch_7.png,image_193.jpg,1,0,0,0,1,R7-700um-middle_frame_520,100
R7-700um-middle_frame_221_patch_7.png,image_194.jpg,1,0,0,0,1,R7-700um-middle_frame_221,100
R1-1100um-top-to-bottom-center_frame_277_patch_7.png,image_195.jpg,1,0,1,0,2,R1-1100um-top-to-bottom-center_frame_277,101
R1-600um-top-to-bottom-center_frame_299_patch_2.png,image_196.jpg,0,0,1,0,1,R1-600um-top-to-bottom-center_frame_299,001
R1-800um-top-to-bottom-center_frame_72_patch_1.png,image_197.jpg,0,0,1,0,1,R1-800um-top-to-bottom-center_frame_72,001
R1-1000um-top-to-bottom-center_frame_551_patch_1.png,image_198.jpg,1,0,0,0,1,R1-1000um-top-to-bottom-center_frame_551,100
R1-1100um-top-to-bottom-center-1_frame_161_patch_8.png,image_202.jpg,1,0,1,0,2,R1-1100um-top-to-bottom-center-1_frame_161,101
R1-1100um-top-to-bottom-center_frame_342_patch_2.png,image_203.jpg,1,0,1,0,2,R1-1100um-top-to-bottom-center_frame_342,101
R1-1100um-top-to-bottom-center-1_frame_241_patch_1.png,image_207.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center-1_frame_241,100
R1-1100um-top-to-bottom-center_frame_179_patch_2.png,image_208.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center_frame_179,100
R1-600um-top-to-bottom-center_frame_622_patch_4.png,image_209.jpg,1,0,0,0,1,R1-600um-top-to-bottom-center_frame_622,100
R7-700um-middle_frame_97_patch_1.png,image_210.jpg,1,0,0,0,1,R7-700um-middle_frame_97,100
R1-900um-top-to-bottom-center_frame_221_patch_4.png,image_211.jpg,1,0,0,0,1,R1-900um-top-to-bottom-center_frame_221,100
R1-1100um-top-to-bottom-center_frame_342_patch_1.png,image_212.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center_frame_342,100
R1-900um-top-to-bottom-center_frame_564_patch_7.png,image_213.jpg,1,0,0,0,1,R1-900um-top-to-bottom-center_frame_564,100
R1-1100um-top-to-bottom-center_frame_264_patch_5.png,image_214.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center_frame_264,100
R1-800um-top-to-bottom-center_frame_499_patch_1.png,image_216.jpg,1,0,0,0,1,R1-800um-top-to-bottom-center_frame_499,100
R1-1100um-top-to-bottom-center_frame_144_patch_5.png,image_217.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center_frame_144,100
R1-800um-top-to-bottom-center_frame_80_patch_4.png,image_219.jpg,0,0,1,0,1,R1-800um-top-to-bottom-center_frame_80,001
R1-700um-top-to-bottom-center_frame_505_patch_4.png,image_220.jpg,1,0,0,0,1,R1-700um-top-to-bottom-center_frame_505,100
R1-1000um-top-to-bottom-center_frame_180_patch_2.png,image_221.jpg,1,0,0,0,1,R1-1000um-top-to-bottom-center_frame_180,100
R1-1100um-top-to-bottom-center-1_frame_235_patch_2.png,image_223.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center-1_frame_235,100
R1-1100um-top-to-bottom-center-1_frame_402_patch_3.png,image_226.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center-1_frame_402,100
R1-600um-top-to-bottom-center_frame_594_patch_3.png,image_227.jpg,1,0,0,0,1,R1-600um-top-to-bottom-center_frame_594,100
R1-800um-top-to-bottom-center_frame_526_patch_7.png,image_229.jpg,1,0,0,0,1,R1-800um-top-to-bottom-center_frame_526,100
R1-900um-top-to-bottom-center_frame_493_patch_0.png,image_230.jpg,1,0,0,0,1,R1-900um-top-to-bottom-center_frame_493,100
R1-600um-top-to-bottom-center_frame_53_patch_3.png,image_231.jpg,0,0,1,0,1,R1-600um-top-to-bottom-center_frame_53,001
R1-600um-top-to-bottom-center_frame_586_patch_7.png,image_232.jpg,1,0,1,0,2,R1-600um-top-to-bottom-center_frame_586,101
R1-800um-top-to-bottom-center_frame_318_patch_0.png,image_234.jpg,1,0,0,0,1,R1-800um-top-to-bottom-center_frame_318,100
R1-1000um-top-to-bottom-center_frame_170_patch_6.png,image_236.jpg,1,0,1,0,2,R1-1000um-top-to-bottom-center_frame_170,101
R1-700um-top-to-bottom-center_frame_648_patch_8.png,image_237.jpg,1,0,1,0,2,R1-700um-top-to-bottom-center_frame_648,101
R1-700um-top-to-bottom-center_frame_44_patch_5.png,image_238.jpg,1,0,1,0,2,R1-700um-top-to-bottom-center_frame_44,101
R1-900um-top-to-bottom-center_frame_263_patch_8.png,image_239.jpg,1,0,0,0,1,R1-900um-top-to-bottom-center_frame_263,100
R1-800um-top-to-bottom-center_frame_413_patch_2.png,image_241.jpg,1,0,0,0,1,R1-800um-top-to-bottom-center_frame_413,100
R1-1000um-top-to-bottom-center_frame_85_patch_4.png,image_242.jpg,0,0,1,0,1,R1-1000um-top-to-bottom-center_frame_85,001
R1-1100um-top-to-bottom-center_frame_384_patch_8.png,image_243.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center_frame_384,100
R1-1100um-top-to-bottom-center-1_frame_250_patch_2.png,image_244.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center-1_frame_250,100
R1-1100um-top-to-bottom-center-1_frame_502_patch_3.png,image_247.jpg,1,1,0,0,2,R1-1100um-top-to-bottom-center-1_frame_502,110
R1-1100um-top-to-bottom-center_frame_232_patch_3.png,image_249.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center_frame_232,100
R1-1000um-top-to-bottom-center_frame_338_patch_4.png,image_250.jpg,1,0,0,0,1,R1-1000um-top-to-bottom-center_frame_338,100
R1-600um-top-to-bottom-center_frame_63_patch_6.png,image_251.jpg,0,0,1,0,1,R1-600um-top-to-bottom-center_frame_63,001
R1-600um-top-to-bottom-center_frame_407_patch_7.png,image_252.jpg,1,0,0,0,1,R1-600um-top-to-bottom-center_frame_407,100
R1-1100um-top-to-bottom-center_frame_183_patch_5.png,image_255.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center_frame_183,100
R1-1100um-top-to-bottom-center_frame_297_patch_8.png,image_257.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center_frame_297,100
R1-700um-top-to-bottom-center_frame_334_patch_5.png,image_258.jpg,1,0,1,0,2,R1-700um-top-to-bottom-center_frame_334,101
R1-1100um-top-to-bottom-center_frame_232_patch_7.png,image_259.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center_frame_232,100
R1-800um-top-to-bottom-center_frame_367_patch_5.png,image_260.jpg,1,0,1,0,2,R1-800um-top-to-bottom-center_frame_367,101
R1-1100um-top-to-bottom-center_frame_384_patch_4.png,image_261.jpg,1,0,1,0,2,R1-1100um-top-to-bottom-center_frame_384,101
R1-1100um-top-to-bottom-center-1_frame_280_patch_8.png,image_262.jpg,1,0,1,0,2,R1-1100um-top-to-bottom-center-1_frame_280,101
R1-800um-top-to-bottom-center_frame_608_patch_3.png,image_263.jpg,1,0,0,0,1,R1-800um-top-to-bottom-center_frame_608,100
R7-700um-middle_frame_221_patch_0.png,image_264.jpg,1,0,0,0,1,R7-700um-middle_frame_221,100
R1-900um-top-to-bottom-center_frame_152_patch_1.png,image_266.jpg,1,0,1,0,2,R1-900um-top-to-bottom-center_frame_152,101
R1-1100um-top-to-bottom-center_frame_297_patch_6.png,image_267.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center_frame_297,100
R1-1100um-top-to-bottom-center_frame_356_patch_4.png,image_268.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center_frame_356,100
R1-1100um-top-to-bottom-center-1_frame_342_patch_6.png,image_269.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center-1_frame_342,100
R1-900um-top-to-bottom-center_frame_263_patch_6.png,image_270.jpg,1,0,0,0,1,R1-900um-top-to-bottom-center_frame_263,100
R1-1100um-top-to-bottom-center-1_frame_402_patch_6.png,image_271.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center-1_frame_402,100
R1-700um-top-to-bottom-center_frame_570_patch_8.png,image_272.jpg,1,0,0,0,1,R1-700um-top-to-bottom-center_frame_570,100
R1-1100um-top-to-bottom-center-1_frame_481_patch_6.png,image_273.jpg,1,1,0,0,2,R1-1100um-top-to-bottom-center-1_frame_481,110
R1-800um-top-to-bottom-center_frame_641_patch_5.png,image_275.jpg,1,0,0,0,1,R1-800um-top-to-bottom-center_frame_641,100
R7-700um-middle_frame_500_patch_3.png,image_276.jpg,1,0,0,0,1,R7-700um-middle_frame_500,100
R7-700um-middle_frame_251_patch_1.png,image_279.jpg,0,0,1,0,1,R7-700um-middle_frame_251,001
R1-1100um-top-to-bottom-center_frame_191_patch_8.png,image_280.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center_frame_191,100
R1-1000um-top-to-bottom-center_frame_287_patch_2.png,image_282.jpg,1,0,0,0,1,R1-1000um-top-to-bottom-center_frame_287,100
R1-800um-top-to-bottom-center_frame_638_patch_4.png,image_285.jpg,1,1,0,0,2,R1-800um-top-to-bottom-center_frame_638,110
R1-1100um-top-to-bottom-center-1_frame_425_patch_8.png,image_287.jpg,1,1,0,0,2,R1-1100um-top-to-bottom-center-1_frame_425,110
R1-1000um-top-to-bottom-center_frame_458_patch_8.png,image_288.jpg,1,0,0,0,1,R1-1000um-top-to-bottom-center_frame_458,100
R1-1100um-top-to-bottom-center_frame_43_patch_1.png,image_292.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center_frame_43,100
R1-1100um-top-to-bottom-center_frame_262_patch_2.png,image_293.jpg,1,0,0,0,1,R1-1100um-top-to-bottom-center_frame_262,100
R1-1100um-top-to-bottom-center_frame_98_patch_4.png,image_294.jpg,1,0,1,0,2,R1-1100um-top-to-bottom-center_frame_98,101
